DXEX v6
C:\Users\shanghaijiaoda\Documents\My Flow Projects\PumpB\Double_1.0B_middle.lda
3:08:07 PM
233;0.00 mm;0.00 mm;0.00 mm
Region1
"Row#","Arrival Time [ms]","Transit Time [us]","Velocity U [m/s]","Arrival Time{G2} [ms]","Transit Time{G2} [us]","Velocity V{G2} [m/s]",
209,290.471,8.7,1.09,265.564,4.5,-1.17
210,290.616,4.3,0.82,270.691,3.4,-2.43
211,292.400,15.8,-1.35,272.336,2.6,-2.20
212,298.630,2.3,-1.31,272.349,18.8,-2.21
213,311.741,8.3,-1.91,272.363,3.8,-2.15
214,311.760,24.5,-1.53,272.370,6.6,-1.87
215,311.779,4.9,-2.14,272.979,5.1,-2.63
216,315.355,3.4,0.97,272.989,3.6,-2.95
217,324.853,7.3,-0.43,273.157,3.2,-2.87
218,328.619,10.7,0.02,278.530,5.3,-3.75
219,328.640,13.4,-0.73,279.033,5.5,-4.57
220,335.854,30.5,-0.91,279.048,10.7,-4.60
221,336.801,9.8,-1.30,288.194,12.8,-2.73
222,345.141,9.4,-2.55,290.486,30.3,-4.69
223,346.414,5.3,-2.09,293.664,3.2,-4.89
224,351.020,22.0,2.73,294.449,7.0,-3.66
225,351.096,11.7,1.91,295.444,3.4,-1.79
226,351.109,10.7,2.03,297.560,4.5,7.46
227,355.193,15.4,2.05,298.636,13.7,-1.61
228,355.209,8.5,1.75,298.656,14.1,-1.42
229,357.277,4.9,1.75,298.685,7.9,-1.57
230,358.697,10.9,2.97,300.570,3.4,-4.45
231,362.613,8.3,-0.30,301.101,5.5,-4.35
232,362.630,15.6,-0.33,302.453,10.2,-2.19
233,362.842,18.3,-0.20,302.830,6.8,-3.87
234,362.870,33.7,-0.27,303.736,11.9,-2.54
235,364.158,19.6,-1.02,303.763,9.8,-3.21
236,364.176,10.7,-1.44,303.773,6.2,-3.61
237,369.321,29.4,-0.25,305.796,15.4,2.01
238,370.903,10.2,-0.27,313.275,7.0,-2.80
239,373.465,4.3,-0.73,313.282,4.1,-2.68
240,377.162,5.5,-1.81,314.025,12.8,-3.81
241,377.200,8.1,-1.79,318.314,3.4,-2.24
242,377.273,43.3,-2.49,323.364,11.3,-2.79
243,379.779,31.6,-0.75,323.385,14.1,-2.94
244,380.176,22.4,0.24,323.422,8.3,-2.81
245,382.623,12.8,-1.35,325.336,5.5,-4.37
246,385.614,10.5,0.04,329.271,6.8,-4.33
247,388.047,15.8,0.28,329.279,6.4,-4.24
248,393.066,4.7,3.61,334.613,26.7,-3.57
249,396.624,10.0,0.26,334.888,3.8,-2.81
250,398.045,14.5,0.83,337.218,8.7,-2.88
251,398.340,14.9,0.40,337.655,10.0,-2.84
252,398.359,18.8,1.02,341.896,3.4,0.93
253,398.527,31.1,0.66,341.908,12.8,0.79
254,399.575,11.5,1.32,342.841,7.3,0.29
255,400.289,9.2,0.97,342.857,7.9,1.54
256,400.315,8.7,1.18,345.123,6.8,-5.14
257,401.364,4.9,0.94,345.133,7.9,-4.68
258,401.370,3.2,0.94,345.140,4.3,-5.37
259,401.390,7.9,0.94,345.147,5.8,-5.04
260,403.081,5.3,-1.14,347.437,9.6,-3.79
261,403.092,11.3,-1.55,347.447,4.7,-4.08
262,404.343,33.1,-2.47,349.126,8.7,-2.48
263,413.043,29.7,-4.34,352.318,16.6,-3.04
264,416.337,10.2,-4.10,353.472,16.2,-3.45
265,418.297,3.4,-3.16,354.192,13.9,-4.23
266,418.333,3.2,-3.28,357.031,6.4,-4.36
267,418.352,9.2,-4.23,358.333,14.1,-5.64
268,418.375,3.8,-3.70,358.705,3.6,-6.28
269,419.620,10.9,-4.87,359.241,32.0,-4.71
270,422.193,10.5,-1.96,364.149,3.6,-3.52
271,424.056,21.1,1.88,364.157,9.6,-3.34
272,428.308,32.0,-0.68,366.609,14.1,-5.26
273,430.750,4.5,0.60,367.415,4.5,-6.02
274,431.496,20.3,-0.04,368.223,27.3,-6.25
275,433.935,9.0,0.82,369.446,21.5,-5.98
276,433.946,11.1,0.73,369.496,6.0,-5.82
277,433.957,10.7,0.86,370.582,7.9,-5.84
278,434.369,4.1,0.80,372.296,11.9,-5.35
279,435.369,16.0,1.26,373.297,14.9,-5.03
280,435.383,9.6,1.24,373.626,21.5,-4.77
281,437.676,5.1,1.14,374.023,5.3,-4.37
282,437.684,4.9,0.90,374.049,4.9,-4.60
283,437.694,9.4,1.14,374.643,15.8,-4.49
284,439.130,33.7,1.72,375.587,3.6,-3.45
285,439.150,3.4,1.83,375.999,26.7,-3.52
286,440.501,23.0,1.17,378.105,7.5,-1.61
287,442.150,3.4,0.61,378.124,3.8,-0.89
288,444.266,9.6,0.08,380.180,12.6,-4.05
289,444.284,14.5,0.17,380.193,6.8,-4.22
290,447.376,5.3,-1.24,388.043,16.2,-5.96
291,448.234,8.5,0.37,388.241,9.0,-5.91
292,448.247,3.8,0.25,388.255,17.5,-6.03
293,452.084,9.6,2.47,389.324,11.3,-5.98
294,452.108,33.1,2.71,389.426,20.1,-5.65
295,454.693,4.9,2.38,389.666,4.3,-5.68
296,455.755,29.7,2.15,393.488,3.0,-4.43
297,457.134,19.6,3.41,393.498,11.7,-4.47
298,460.326,5.1,1.79,393.789,21.5,-4.96
299,460.935,6.8,-1.77,394.025,6.8,-4.63
300,460.950,15.6,-1.88,398.228,15.8,-4.74
301,461.461,9.2,-1.27,398.354,12.2,-5.92
302,464.570,28.8,1.21,402.708,8.7,-4.89
303,466.201,20.3,1.50,402.719,5.3,-5.05
304,467.755,6.2,-1.57,403.083,6.2,-4.28
305,471.763,4.9,-2.43,404.330,35.8,-3.56
306,473.533,11.5,-0.80,407.423,7.0,-2.30
307,476.810,27.7,-1.04,407.430,4.3,-2.28
308,480.075,12.2,-3.24,407.482,4.3,-2.71
309,480.234,4.1,-3.55,408.632,7.9,-2.39
310,482.488,10.0,-3.18,412.226,6.6,-2.54
311,482.497,5.5,-2.97,414.448,22.2,-1.67
312,482.508,10.2,-3.01,416.148,4.7,-0.72
313,483.169,3.8,-4.43,416.170,31.8,-0.54
314,483.185,7.0,-4.48,418.300,10.9,0.33
315,486.048,4.9,-1.22,419.069,7.0,0.92
316,486.058,4.1,-1.55,419.084,12.6,1.08
317,486.073,20.5,-1.35,419.097,10.5,0.69
318,490.334,19.0,-4.27,423.112,21.5,3.13
319,507.013,16.9,1.36,432.823,19.8,-5.93
320,507.038,23.7,1.41,433.100,11.3,-4.67
321,509.949,11.9,-0.00,434.357,12.6,-4.61
322,510.016,15.6,-0.11,434.375,11.7,-4.04
323,514.754,13.9,0.84,442.224,11.5,-4.16
324,514.779,23.9,0.74,443.186,18.8,-3.40
325,522.197,35.2,0.44,443.201,4.5,-3.75
326,522.219,3.8,0.79,447.373,3.4,-4.75
327,525.259,3.2,1.01,456.926,7.5,-7.36
328,525.275,8.3,0.81,458.200,23.3,-6.96
329,526.478,3.6,0.68,458.427,7.3,-5.63
330,526.515,4.7,0.84,459.415,14.3,-6.36
331,526.523,5.5,1.12,459.616,28.6,-6.36
332,526.533,6.6,0.66,461.445,3.8,-7.78
333,526.558,4.1,0.87,462.721,20.1,-7.84
334,527.021,18.1,0.33,463.563,25.0,-7.13
335,527.043,6.6,0.32,466.206,4.9,-6.28
336,533.127,21.3,2.22,474.132,7.7,-6.32
337,536.280,12.2,0.74,476.548,30.7,-8.13
338,536.311,6.8,0.73,482.496,5.3,-5.18
339,541.902,16.0,0.22,485.615,5.5,-4.96
340,543.305,16.2,-0.99,485.624,7.0,-5.19
341,547.905,7.3,0.53,485.630,3.6,-5.12
342,547.922,3.4,0.66,496.045,3.8,2.18
343,549.938,10.0,-0.44,497.620,21.5,0.96
344,550.095,27.7,-0.06,497.674,20.9,1.18
345,552.881,10.9,-1.39,497.690,7.3,1.02
346,555.629,4.5,-7.04,501.781,9.4,1.67
347,555.641,17.3,-6.25,501.824,69.8,1.40
348,555.903,4.7,-5.49,501.873,15.6,1.54
349,555.917,8.1,-4.93,501.901,8.7,1.70
350,557.199,8.3,-3.72,507.694,16.0,-0.61
351,557.210,7.7,-4.52,507.711,15.6,-0.81
352,557.217,4.3,-4.08,507.741,38.8,-0.93
353,558.461,8.7,-3.48,507.765,4.3,-0.25
354,558.470,4.7,-3.94,507.775,5.5,-0.53
355,558.478,6.4,-3.53,507.782,4.7,-0.76
356,560.138,11.5,-5.85,507.796,19.6,-0.64
357,564.994,2.8,-0.27,507.819,4.3,-0.89
358,565.004,10.9,-0.13,507.827,6.8,-0.36
359,566.838,38.8,-0.59,507.847,11.3,-0.94
360,568.676,5.3,-0.99,507.861,4.9,-0.89
361,568.681,4.7,-0.49,514.117,10.9,-1.26
362,568.691,7.3,-0.86,514.601,3.0,-1.55
363,569.835,4.7,-2.54,515.265,5.3,-1.84
364,572.385,11.1,-1.85,515.296,4.3,-2.06
365,575.199,21.1,-5.10,515.310,21.5,-1.68
366,575.953,6.4,-4.96,515.334,19.6,-1.68
367,576.569,10.0,-4.19,515.375,4.3,-1.74
368,576.948,4.5,-4.14,516.041,6.4,-1.83
369,577.015,6.6,-3.74,518.468,3.6,-2.71
370,577.029,15.8,-4.06,524.947,4.3,-2.54
371,578.696,13.0,-1.56,524.956,4.1,-2.75
372,581.849,8.7,-1.54,525.759,10.7,-2.72
373,584.349,5.5,-1.25,526.477,11.5,-0.69
374,586.817,7.9,-0.84,526.521,3.2,-1.29
375,596.474,7.5,0.83,526.602,16.0,-0.36
376,596.483,6.4,0.88,526.615,3.4,-0.53
377,596.523,7.5,1.00,529.076,3.2,-0.59
378,605.390,8.3,0.26,529.085,6.6,-0.80
379,608.778,12.4,1.06,533.097,9.2,-1.08
380,610.694,8.5,2.99,533.113,6.0,-1.16
381,611.256,9.4,1.48,533.131,24.5,-1.39
382,615.678,5.8,-0.04,533.157,6.0,-0.93
383,615.859,9.4,0.91,535.574,4.7,-3.57
384,615.871,9.0,0.74,535.580,3.6,-3.81
385,615.897,4.9,0.02,535.931,4.9,-3.35
386,615.916,7.7,0.79,538.515,5.5,-5.68
387,619.065,4.3,0.99,542.776,18.6,-5.34
388,623.247,13.2,0.26,543.304,14.1,-5.16
389,623.260,4.7,0.36,549.950,4.1,-5.15
390,623.614,58.9,-1.65,550.141,8.3,-5.42
391,625.320,10.5,-1.43,550.536,9.0,-5.01
392,625.348,9.0,-1.27,554.272,15.6,-3.65
393,638.002,6.4,2.13,554.286,5.3,-4.15
394,638.022,21.1,1.39,554.517,7.3,-5.40
395,638.050,5.8,1.65,557.539,7.3,-3.06
396,642.004,16.4,1.08,557.744,11.1,-3.45
397,642.494,41.2,1.29,559.398,7.5,-3.14
398,644.298,3.8,-0.09,559.937,4.3,-4.89
399,644.306,7.0,-0.16,559.948,13.9,-4.79
400,644.318,5.5,-0.40,560.082,5.3,-4.99
401,644.806,3.8,0.90,560.464,12.4,-6.14
402,644.843,6.6,0.65,564.840,8.5,-4.37
403,644.853,6.4,0.82,564.855,17.1,-4.04
404,644.873,4.3,0.82,564.869,5.1,-4.31
405,649.179,8.5,0.79,564.907,5.3,-5.04
406,653.898,6.4,-0.41,564.916,7.7,-5.13
407,655.953,4.9,-1.65,565.055,4.7,-5.62
408,660.301,5.1,-1.71,565.063,5.1,-5.63
409,660.315,4.9,-1.70,565.093,8.1,-4.74
410,660.328,17.3,-1.98,565.153,16.4,-4.66
411,661.052,5.3,2.31,566.915,3.8,-4.97
412,661.952,11.5,0.60,569.822,19.8,-7.22
413,662.166,19.6,1.18,570.167,3.8,-5.97
414,662.584,5.8,1.70,570.603,22.0,-5.70
415,662.590,4.9,1.05,571.246,18.6,-6.68
416,662.763,20.7,1.23,572.379,28.2,-7.77
417,663.357,13.2,1.26,572.541,17.1,-8.90
418,665.798,6.6,0.51,572.554,8.1,-8.12
419,668.599,9.2,-0.39,573.789,24.1,-7.37
420,669.365,6.2,-0.59,573.808,6.6,-6.87
421,669.380,6.2,-0.46,574.951,16.2,-3.85
